
391,146,1
389,110,1
377,128,1
407,156,1
408,115,1
417,146,1
431,113,1
387,110,1
368,85,1
378,130,1
387,226,1
459,248,1
413,302,1
438,252,1
390,253,1
405,226,1
431,230,1
412,256,1
408,252,1
375,261,1
374,121,1
386,135,1
378,179,1
379,114,1
379,145,1
356,135,1
335,150,1
346,174,1
357,145,1
387,173,1
291,124,1
368,157,1
363,109,1
311,115,1
312,144,1
366,147,1
327,129,1
318,161,1
337,121,1
349,129,1
257,87,1
284,138,1
237,115,1
289,110,1
313,116,1
281,111,1
313,127,1
246,139,1
276,114,1
256,108,1
195,100,1
196,96,1
198,97,1
198,111,1
196,122,1
192,111,1
191,66,1
183,101,1
229,97,1
197,95,1
167,107,1
172,106,1
192,77,1
153,125,1
173,111,1
153,126,1
160,66,1
124,122,1
165,103,1
154,112,1
149,143,1
101,100,1
112,133,1
100,125,1
77,120,1
114,117,1
116,127,1
106,148,1
122,115,1
118,144,1
66,219,1
40,173,1
80,159,1
82,178,1
88,166,1
38,172,1
78,167,1
90,150,1
84,162,1
47,194,1
90,237,1
89,211,1
92,231,1
71,199,1
57,192,1
91,227,1
62,217,1
57,238,1
97,189,1
65,205,1
60,252,1
54,262,1
73,233,1
52,222,1
55,252,1
26,240,1
93,256,1
65,252,1
44,257,1
40,223,1
48,316,1
70,331,1
15,340,1
53,315,1
33,358,1
51,304,1
78,359,1
24,350,1
21,365,1
30,288,1
22,309,1
51,278,1
52,279,1
33,319,1
58,270,1
77,253,1
41,288,1
34,292,1
70,290,1
49,276,1
14,329,1
55,372,1
50,354,1
36,350,1
49,358,1
79,355,1
67,391,1
3,338,1
73,341,1
44,304,1
24,377,1
59,386,1
54,347,1
56,365,1
67,440,1
65,379,1
41,371,1
41,405,1
26,396,1
47,441,1
59,435,1
50,450,1
56,390,1
59,431,1
63,430,1
28,450,1
66,410,1
19,418,1
54,381,1
64,424,1
84,473,1
61,484,1
70,437,1
66,461,1
69,401,1
115,434,1
89,397,1
96,460,1
77,443,1
82,436,1
105,136,1
110,129,1
100,146,1
98,133,1
120,135,1
148,128,1
121,115,1
105,164,1
90,120,1
123,124,1
68,355,1
59,346,1
101,363,1
108,315,1
90,377,1
59,317,1
99,377,1
85,308,1
58,320,1
118,389,1
145,420,1
139,419,1
129,446,1
151,407,1
153,431,1
165,432,1
136,403,1
115,408,1
152,458,1
178,399,1
133,393,1
131,380,1
122,363,1
108,399,1
141,372,1
104,371,1
100,428,1
78,403,1
88,410,1
98,386,1
